comparison,metric,fold_k,value_A,value_B,delta
lgbm S     - rf S,roc_auc,42,0.8216232475829645,0.851047536799431,-0.02942428921646656
lgbm S     - rf S,roc_auc,43,0.8353164147036014,0.8267895830569925,0.008526831646608946
lgbm S     - rf S,roc_auc,44,0.8696456859973218,0.8932131606423674,-0.023567474645045605
lgbm S     - rf S,roc_auc,45,0.9229676581409931,0.9458516368631265,-0.022883978722133325
lgbm S     - rf S,roc_auc,46,0.8835337035239996,0.8425094793969127,0.04102422412708695
lgbm S     - rf S,roc_auc,47,0.9391160272566041,0.9451684202104252,-0.006052392953821095
lgbm S     - rf S,roc_auc,48,0.8564382010386811,0.9035617097945764,-0.04712350875589533
lgbm S     - rf S,roc_auc,49,0.8630915890931756,0.8743824600627457,-0.011290870969570044
lgbm S     - rf S,pr_auc,25,0.013982499424878213,0.0217327862226574,-0.007750286797779187
lgbm S     - rf S,pr_auc,26,0.0012918347022948546,0.0027920655915092,-0.0015002308892143454
lgbm S     - rf S,pr_auc,27,0.005378699806399892,0.0018813744316862,0.0034973253747136923
lgbm S     - rf S,pr_auc,28,0.008339112195307505,0.0047497305549155,0.003589381640392006
lgbm S     - rf S,pr_auc,29,0.04480249128410383,0.0043449297342741,0.04045756154982973
lgbm S     - rf S,pr_auc,30,0.02057427352802983,0.0037212894308631,0.016852984097166727
lgbm S     - rf S,pr_auc,31,0.009689354608963658,0.0098585411137781,-0.00016918650481444197
lgbm S     - rf S,pr_auc,32,6.072232588933365e-05,5.897964703318254e-05,1.7426788561511139e-06
lgbm S     - rf S,pr_auc,33,0.00017930537007939174,0.0002843440649523,-0.00010503869487290827
lgbm S     - rf S,pr_auc,34,0.013888257719065608,0.002266237559826,0.011622020159239608
lgbm S     - rf S,pr_auc,35,0.00044759091849208565,0.000110217660627,0.00033737325786508565
lgbm S     - rf S,pr_auc,36,0.001479900512576034,0.0005757069096466,0.0009041936029294341
lgbm S     - rf S,pr_auc,37,0.0020171344299673745,0.0005539337874026,0.0014632006425647744
lgbm S     - rf S,pr_auc,38,0.0002629745388576876,0.0004010497723101,-0.00013807523345241239
lgbm S     - rf S,pr_auc,39,0.007494321644717678,0.0072253330596805,0.00026898858503717794
lgbm S     - rf S,pr_auc,40,0.00554187425120026,0.0073254717163321,-0.0017835974651318398
lgbm S     - rf S,pr_auc,41,0.0022727231452290457,0.001002975243839,0.0012697479013900458
lgbm S     - rf S,pr_auc,42,0.0018858636233638891,0.0032985533995151,-0.0014126897761512108
lgbm S     - rf S,pr_auc,43,0.0031379678132380444,0.0066304905858864,-0.003492522772648356
lgbm S     - rf S,pr_auc,44,0.005169660356622632,0.0057274189190295,-0.0005577585624068678
lgbm S     - rf S,pr_auc,45,0.010499347569642898,0.0045872095899432,0.005912137979699698
lgbm S     - rf S,pr_auc,46,0.0008747932687847447,0.0016716913378948,-0.0007968980691100552
lgbm S     - rf S,pr_auc,47,0.004448550019946667,0.0031941356479482,0.0012544143719984665
lgbm S     - rf S,pr_auc,48,0.02005385140899886,0.0512261154825996,-0.03117226407360074
lgbm S     - rf S,pr_auc,49,0.006871723001412601,0.0013853549244974,0.005486368076915201
lgbm S     - rf S,p@50,25,0.02,0.04,-0.02
lgbm S     - rf S,p@50,26,0.0,0.02,-0.02
lgbm S     - rf S,p@50,27,0.0,0.0,0.0
lgbm S     - rf S,p@50,28,0.06,0.0,0.06
lgbm S     - rf S,p@50,29,0.08,0.0,0.08
lgbm S     - rf S,p@50,30,0.04,0.0,0.04
lgbm S     - rf S,p@50,31,0.06,0.04,0.019999999999999997
lgbm S     - rf S,p@50,32,0.0,0.0,0.0
lgbm S     - rf S,p@50,33,0.0,0.0,0.0
lgbm S     - rf S,p@50,34,0.02,0.0,0.02
lgbm S     - rf S,p@50,35,0.0,0.0,0.0
lgbm S     - rf S,p@50,36,0.0,0.0,0.0
lgbm S     - rf S,p@50,37,0.0,0.0,0.0
lgbm S     - rf S,p@50,38,0.0,0.0,0.0
lgbm S     - rf S,p@50,39,0.02,0.0,0.02
lgbm S     - rf S,p@50,40,0.0,0.02,-0.02
lgbm S     - rf S,p@50,41,0.0,0.0,0.0
lgbm S     - rf S,p@50,42,0.0,0.0,0.0
lgbm S     - rf S,p@50,43,0.02,0.02,0.0
lgbm S     - rf S,p@50,44,0.0,0.02,-0.02
lgbm S     - rf S,p@50,45,0.02,0.0,0.02
lgbm S     - rf S,p@50,46,0.0,0.0,0.0
lgbm S     - rf S,p@50,47,0.02,0.0,0.02
lgbm S     - rf S,p@50,48,0.06,0.06,0.0
lgbm S     - rf S,p@50,49,0.0,0.0,0.0
lgbm S     - rf S,p@100,25,0.01,0.02,-0.01
lgbm S     - rf S,p@100,26,0.0,0.01,-0.01
lgbm S     - rf S,p@100,27,0.02,0.0,0.02
lgbm S     - rf S,p@100,28,0.03,0.01,0.019999999999999997
lgbm S     - rf S,p@100,29,0.04,0.01,0.03
lgbm S     - rf S,p@100,30,0.03,0.01,0.019999999999999997
lgbm S     - rf S,p@100,31,0.03,0.04,-0.010000000000000002
lgbm S     - rf S,p@100,32,0.0,0.0,0.0
lgbm S     - rf S,p@100,33,0.0,0.0,0.0
lgbm S     - rf S,p@100,34,0.02,0.01,0.01
lgbm S     - rf S,p@100,35,0.0,0.0,0.0
lgbm S     - rf S,p@100,36,0.0,0.0,0.0
lgbm S     - rf S,p@100,37,0.0,0.0,0.0
lgbm S     - rf S,p@100,38,0.0,0.0,0.0
lgbm S     - rf S,p@100,39,0.01,0.01,0.0
lgbm S     - rf S,p@100,40,0.01,0.02,-0.01
lgbm S     - rf S,p@100,41,0.0,0.0,0.0
lgbm S     - rf S,p@100,42,0.01,0.0,0.01
lgbm S     - rf S,p@100,43,0.01,0.01,0.0
lgbm S     - rf S,p@100,44,0.01,0.01,0.0
lgbm S     - rf S,p@100,45,0.01,0.0,0.01
lgbm S     - rf S,p@100,46,0.0,0.0,0.0
lgbm S     - rf S,p@100,47,0.01,0.0,0.01
lgbm S     - rf S,p@100,48,0.03,0.04,-0.010000000000000002
lgbm S     - rf S,p@100,49,0.02,0.0,0.02
lgbm S+T   - rf S+T,roc_auc,25,0.8983963396339635,0.9371577157715772,-0.03876137613761377
lgbm S+T   - rf S+T,roc_auc,26,0.8087353218158029,0.886115625338567,-0.07738030352276415
lgbm S+T   - rf S+T,roc_auc,27,0.8652012372727211,0.9499783779482466,-0.08477714067552544
lgbm S+T   - rf S+T,roc_auc,28,0.8746667000050008,0.9495127602473704,-0.07484606024236962
lgbm S+T   - rf S+T,roc_auc,29,0.9088385232830399,0.9736898564825496,-0.06485133319950964
lgbm S+T   - rf S+T,roc_auc,30,0.8943379608001131,0.924688299609544,-0.030350338809430943
lgbm S+T   - rf S+T,roc_auc,31,0.8612672867520272,0.9317111087702464,-0.0704438220182192
lgbm S+T   - rf S+T,roc_auc,32,0.7802485062126553,0.7815530388259706,-0.0013045326133153123
lgbm S+T   - rf S+T,roc_auc,33,0.7413384035361414,0.8707110784431378,-0.12937267490699633
lgbm S+T   - rf S+T,roc_auc,34,0.911728781446616,0.9452378971752536,-0.033509115728637684
lgbm S+T   - rf S+T,roc_auc,35,0.768768483470645,0.8325702434387325,-0.06380175996808757
lgbm S+T   - rf S+T,roc_auc,36,0.8256141741339307,0.8682682114569166,-0.042654037322985894
lgbm S+T   - rf S+T,roc_auc,37,0.8971124278106952,0.9517177929448236,-0.05460536513412839
lgbm S+T   - rf S+T,roc_auc,38,0.8503470173508675,0.8107737886894344,0.03957322866143309
lgbm S+T   - rf S+T,roc_auc,39,0.9501538248059844,0.96861561424914,-0.018461789443155574
lgbm S+T   - rf S+T,roc_auc,40,0.9556913754005338,0.9645960697940896,-0.00890469439355579
lgbm S+T   - rf S+T,roc_auc,41,0.9664717212960826,0.9804332079602096,-0.013961486664126999
lgbm S+T   - rf S+T,roc_auc,42,0.9529255149797828,0.9671590945270464,-0.014233579547263564
lgbm S+T   - rf S+T,roc_auc,43,0.9049345804220457,0.9571214668707704,-0.05218688644872471
lgbm S+T   - rf S+T,roc_auc,44,0.862750877489114,0.9130510534664684,-0.05030017597735437
lgbm S+T   - rf S+T,roc_auc,45,0.9175024938357881,0.9593404841200358,-0.04183799028424773
lgbm S+T   - rf S+T,roc_auc,46,0.8993723830574873,0.9414703398206552,-0.042097956763167854
lgbm S+T   - rf S+T,roc_auc,47,0.9735151551519515,0.97607546238882,-0.0025603072368685087
lgbm S+T   - rf S+T,roc_auc,48,0.9477204243668186,0.960355909052152,-0.012635484685333376
lgbm S+T   - rf S+T,roc_auc,49,0.9084637100305485,0.9083259065409006,0.0001378034896478697
lgbm S+T   - rf S+T,pr_auc,25,0.008829213324036734,0.0042700479955456,0.004559165328491134
lgbm S+T   - rf S+T,pr_auc,26,0.0016685248136633919,0.0030392365093422,-0.0013707116956788083
lgbm S+T   - rf S+T,pr_auc,27,0.014088633777180868,0.0055179480919101,0.008570685685270769
lgbm S+T   - rf S+T,pr_auc,28,0.055905041920841295,0.0140821711320156,0.0418228707888257
lgbm S+T   - rf S+T,pr_auc,29,0.024274809306388805,0.0063563328380791,0.017918476468309706
lgbm S+T   - rf S+T,pr_auc,30,0.004816435817500531,0.0109350049316985,-0.006118569114197969
lgbm S+T   - rf S+T,pr_auc,31,0.010805308282119033,0.0106115878355064,0.00019372044661263195
lgbm S+T   - rf S+T,pr_auc,32,0.00011912677662196132,9.596907172816304e-05,2.3157704893798274e-05
lgbm S+T   - rf S+T,pr_auc,33,0.00029146145705352775,0.0002156376875684,7.582376948512775e-05
lgbm S+T   - rf S+T,pr_auc,34,0.06663693821812795,0.0021684411510492,0.06446849706707876
lgbm S+T   - rf S+T,pr_auc,35,0.0011953555936431437,0.0002546544204075,0.0009407011732356437
lgbm S+T   - rf S+T,pr_auc,36,0.01282834470826337,0.0063820306218923,0.00644631408637107
lgbm S+T   - rf S+T,pr_auc,37,0.00318756599912051,0.0043496669973894,-0.0011621009982688895
lgbm S+T   - rf S+T,pr_auc,38,0.0003373298375869345,0.0004749610063903,-0.00013763116880336548
lgbm S+T   - rf S+T,pr_auc,39,0.05633313061123951,0.0329508153939024,0.023382315217337114
lgbm S+T   - rf S+T,pr_auc,40,0.00893173277958699,0.0171849856578917,-0.00825325287830471
lgbm S+T   - rf S+T,pr_auc,41,0.005508448858436616,0.0044222623135939,0.0010861865448427164
lgbm S+T   - rf S+T,pr_auc,42,0.0055817158139435455,0.0805662947675651,-0.07498457895362157
lgbm S+T   - rf S+T,pr_auc,43,0.0016199561684589164,0.0026550957765693,-0.0010351396081103835
lgbm S+T   - rf S+T,pr_auc,44,0.005078741352263326,0.0116545954993221,-0.006575854147058774
lgbm S+T   - rf S+T,pr_auc,45,0.10223138546698855,0.0265844426494476,0.07564694281754095
lgbm S+T   - rf S+T,pr_auc,46,0.003853694325562225,0.003174546766545,0.000679147559017225
lgbm S+T   - rf S+T,pr_auc,47,0.012686233993087477,0.0046518648177069,0.008034369175380578
lgbm S+T   - rf S+T,pr_auc,48,0.06704755665899434,0.0899692420926689,-0.022921685433674566
lgbm S+T   - rf S+T,pr_auc,49,0.004184937581984122,0.0035963654597986,0.000588572122185522
lgbm S+T   - rf S+T,p@50,25,0.04,0.0,0.04
lgbm S+T   - rf S+T,p@50,26,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@50,27,0.04,0.0,0.04
lgbm S+T   - rf S+T,p@50,28,0.06,0.04,0.019999999999999997
lgbm S+T   - rf S+T,p@50,29,0.06,0.02,0.039999999999999994
lgbm S+T   - rf S+T,p@50,30,0.0,0.04,-0.04
lgbm S+T   - rf S+T,p@50,31,0.02,0.06,-0.039999999999999994
lgbm S+T   - rf S+T,p@50,32,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@50,33,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@50,34,0.06,0.0,0.06
lgbm S+T   - rf S+T,p@50,35,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@50,36,0.02,0.02,0.0
lgbm S+T   - rf S+T,p@50,37,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@50,38,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@50,39,0.04,0.06,-0.019999999999999997
lgbm S+T   - rf S+T,p@50,40,0.02,0.04,-0.02
lgbm S+T   - rf S+T,p@50,41,0.02,0.0,0.02
lgbm S+T   - rf S+T,p@50,42,0.02,0.06,-0.039999999999999994
lgbm S+T   - rf S+T,p@50,43,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@50,44,0.0,0.04,-0.04
lgbm S+T   - rf S+T,p@50,45,0.08,0.04,0.04
lgbm S+T   - rf S+T,p@50,46,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@50,47,0.02,0.0,0.02
lgbm S+T   - rf S+T,p@50,48,0.04,0.14,-0.1
lgbm S+T   - rf S+T,p@50,49,0.02,0.0,0.02
lgbm S+T   - rf S+T,p@100,25,0.02,0.01,0.01
lgbm S+T   - rf S+T,p@100,26,0.0,0.02,-0.02
lgbm S+T   - rf S+T,p@100,27,0.03,0.01,0.019999999999999997
lgbm S+T   - rf S+T,p@100,28,0.06,0.03,0.03
lgbm S+T   - rf S+T,p@100,29,0.03,0.02,0.009999999999999998
lgbm S+T   - rf S+T,p@100,30,0.01,0.02,-0.01
lgbm S+T   - rf S+T,p@100,31,0.02,0.03,-0.009999999999999998
lgbm S+T   - rf S+T,p@100,32,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@100,33,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@100,34,0.03,0.0,0.03
lgbm S+T   - rf S+T,p@100,35,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@100,36,0.02,0.01,0.01
lgbm S+T   - rf S+T,p@100,37,0.01,0.01,0.0
lgbm S+T   - rf S+T,p@100,38,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@100,39,0.05,0.04,0.010000000000000002
lgbm S+T   - rf S+T,p@100,40,0.02,0.05,-0.030000000000000002
lgbm S+T   - rf S+T,p@100,41,0.01,0.01,0.0
lgbm S+T   - rf S+T,p@100,42,0.01,0.04,-0.03
lgbm S+T   - rf S+T,p@100,43,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@100,44,0.0,0.02,-0.02
lgbm S+T   - rf S+T,p@100,45,0.04,0.02,0.02
lgbm S+T   - rf S+T,p@100,46,0.0,0.0,0.0
lgbm S+T   - rf S+T,p@100,47,0.01,0.0,0.01
lgbm S+T   - rf S+T,p@100,48,0.03,0.07,-0.04000000000000001
lgbm S+T   - rf S+T,p@100,49,0.01,0.0,0.01
lgbm S+T+C - rf S+T+C,roc_auc,25,0.8974499949994998,0.9498379837983798,-0.05238798879887996
lgbm S+T+C - rf S+T+C,roc_auc,26,0.8387632405763766,0.8741022243334917,-0.03533898375711508
lgbm S+T+C - rf S+T+C,roc_auc,27,0.8789371647304658,0.950309068151533,-0.07137190342106725
lgbm S+T+C - rf S+T+C,roc_auc,28,0.8988903335500326,0.9413857078561784,-0.042495374306145806
lgbm S+T+C - rf S+T+C,roc_auc,29,0.9294585455282328,0.9688693503294036,-0.03941080480117076
lgbm S+T+C - rf S+T+C,roc_auc,30,0.9067809746682267,0.9181785582133606,-0.011397583545133871
lgbm S+T+C - rf S+T+C,roc_auc,31,0.8190269491771225,0.9148889045543996,-0.09586195537727715
lgbm S+T+C - rf S+T+C,roc_auc,32,0.8135373384334609,0.7772444311107778,0.03629290732268309
lgbm S+T+C - rf S+T+C,roc_auc,33,0.8411748969958799,0.8709098363934558,-0.029734939397575877
lgbm S+T+C - rf S+T+C,roc_auc,34,0.9069162440297853,0.9498845163756734,-0.04296827234588807
lgbm S+T+C - rf S+T+C,roc_auc,35,0.6896804800660473,0.8391149823964301,-0.1494345023303828
lgbm S+T+C - rf S+T+C,roc_auc,36,0.8190061454916393,0.838026104588367,-0.019019959096727712
lgbm S+T+C - rf S+T+C,roc_auc,37,0.9162619065476637,0.9610210255256382,-0.044759118977974466
lgbm S+T+C - rf S+T+C,roc_auc,38,0.9047532376618831,0.789459222961148,0.11529401470073508
lgbm S+T+C - rf S+T+C,roc_auc,39,0.9662041713337066,0.9639602418193456,0.0022439295143610316
lgbm S+T+C - rf S+T+C,roc_auc,40,0.9594217217979594,0.9605660734992418,-0.0011443517012824644
lgbm S+T+C - rf S+T+C,roc_auc,41,0.9782623392371377,0.9827497491643282,-0.004487409927190544
lgbm S+T+C - rf S+T+C,roc_auc,42,0.9629140267651523,0.9653413432455666,-0.0024273164804143876
lgbm S+T+C - rf S+T+C,roc_auc,43,0.9070455254299266,0.9533805592301414,-0.046335033800214864
lgbm S+T+C - rf S+T+C,roc_auc,44,0.9138167052103321,0.9220809487304248,-0.008264243520092696
lgbm S+T+C - rf S+T+C,roc_auc,45,0.9503484923306759,0.9571782285664432,-0.006829736235767325
lgbm S+T+C - rf S+T+C,roc_auc,46,0.8111915287436879,0.928309252969612,-0.11711772422592404
lgbm S+T+C - rf S+T+C,roc_auc,47,0.9768405541998373,0.9791191609659824,-0.002278606766145108
lgbm S+T+C - rf S+T+C,roc_auc,48,0.9537876638926522,0.9615468423548712,-0.007759178462218963
lgbm S+T+C - rf S+T+C,roc_auc,49,0.9217070117506453,0.8870655326426846,0.03464147910796067
lgbm S+T+C - rf S+T+C,pr_auc,25,0.006367439046769105,0.004281164595901,0.002086274450868105
lgbm S+T+C - rf S+T+C,pr_auc,26,0.0016142890801639112,0.003629665061702,-0.002015375981538089
lgbm S+T+C - rf S+T+C,pr_auc,27,0.014717655684157447,0.0064179432857653,0.008299712398392146
lgbm S+T+C - rf S+T+C,pr_auc,28,0.02832848022119086,0.00853825185819,0.01979022836300086
lgbm S+T+C - rf S+T+C,pr_auc,29,0.012654500936337514,0.0068476578006085,0.005806843135729014
lgbm S+T+C - rf S+T+C,pr_auc,30,0.005463880678637494,0.0763942149695981,-0.0709303342909606
lgbm S+T+C - rf S+T+C,pr_auc,31,0.019546933554998522,0.0119433135659738,0.007603619989024722
lgbm S+T+C - rf S+T+C,pr_auc,32,0.00012760056059016268,9.27858611503512e-05,3.4814699439811485e-05
lgbm S+T+C - rf S+T+C,pr_auc,33,0.000356051154320164,0.0002285845713812,0.000127466582938964
lgbm S+T+C - rf S+T+C,pr_auc,34,0.043392798042413375,0.0028045721758932,0.040588225866520174
lgbm S+T+C - rf S+T+C,pr_auc,35,0.0017375750305954232,0.0002751629536856,0.0014624120769098233
lgbm S+T+C - rf S+T+C,pr_auc,36,0.015451575973019016,0.0068061922414387,0.008645383731580317
lgbm S+T+C - rf S+T+C,pr_auc,37,0.007714032176370228,0.0080101033476256,-0.0002960711712553712
lgbm S+T+C - rf S+T+C,pr_auc,38,0.000672743449768385,0.000514770999857,0.000157972449911385
lgbm S+T+C - rf S+T+C,pr_auc,39,0.014700309880572564,0.023474813296621,-0.008774503416048435
lgbm S+T+C - rf S+T+C,pr_auc,40,0.01480881182154797,0.0174665348708285,-0.0026577230492805283
lgbm S+T+C - rf S+T+C,pr_auc,41,0.007625475630966249,0.0051038831414851,0.0025215924894811496
lgbm S+T+C - rf S+T+C,pr_auc,42,0.0046517505308183845,0.0514273133541081,-0.046775562823289714
lgbm S+T+C - rf S+T+C,pr_auc,43,0.00193568358693113,0.002329322473906,-0.00039363888697486983
lgbm S+T+C - rf S+T+C,pr_auc,44,0.007519482290374972,0.0122969170355401,-0.004777434745165127
lgbm S+T+C - rf S+T+C,pr_auc,45,0.06369488198936406,0.0364102755078166,0.027284606481547458
lgbm S+T+C - rf S+T+C,pr_auc,46,0.005822624525469057,0.003721484738633,0.0021011397868360574
lgbm S+T+C - rf S+T+C,pr_auc,47,0.006542083571510412,0.005267710726951,0.0012743728445594113
lgbm S+T+C - rf S+T+C,pr_auc,48,0.01659861783989695,0.1246280413905718,-0.10802942355067485
lgbm S+T+C - rf S+T+C,pr_auc,49,0.003157374494837841,0.0024817069996265,0.0006756674952113411
lgbm S+T+C - rf S+T+C,p@50,25,0.02,0.0,0.02
lgbm S+T+C - rf S+T+C,p@50,26,0.0,0.02,-0.02
lgbm S+T+C - rf S+T+C,p@50,27,0.06,0.0,0.06
lgbm S+T+C - rf S+T+C,p@50,28,0.06,0.0,0.06
lgbm S+T+C - rf S+T+C,p@50,29,0.04,0.02,0.02
lgbm S+T+C - rf S+T+C,p@50,30,0.0,0.04,-0.04
lgbm S+T+C - rf S+T+C,p@50,31,0.04,0.04,0.0
lgbm S+T+C - rf S+T+C,p@50,32,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@50,33,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@50,34,0.04,0.0,0.04
lgbm S+T+C - rf S+T+C,p@50,35,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@50,36,0.04,0.02,0.02
lgbm S+T+C - rf S+T+C,p@50,37,0.02,0.02,0.0
lgbm S+T+C - rf S+T+C,p@50,38,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@50,39,0.02,0.06,-0.039999999999999994
lgbm S+T+C - rf S+T+C,p@50,40,0.02,0.04,-0.02
lgbm S+T+C - rf S+T+C,p@50,41,0.02,0.0,0.02
lgbm S+T+C - rf S+T+C,p@50,42,0.02,0.08,-0.06
lgbm S+T+C - rf S+T+C,p@50,43,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@50,44,0.0,0.04,-0.04
lgbm S+T+C - rf S+T+C,p@50,45,0.08,0.04,0.04
lgbm S+T+C - rf S+T+C,p@50,46,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@50,47,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@50,48,0.04,0.14,-0.1
lgbm S+T+C - rf S+T+C,p@50,49,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@100,25,0.01,0.0,0.01
lgbm S+T+C - rf S+T+C,p@100,26,0.01,0.01,0.0
lgbm S+T+C - rf S+T+C,p@100,27,0.03,0.02,0.009999999999999998
lgbm S+T+C - rf S+T+C,p@100,28,0.03,0.03,0.0
lgbm S+T+C - rf S+T+C,p@100,29,0.03,0.03,0.0
lgbm S+T+C - rf S+T+C,p@100,30,0.0,0.03,-0.03
lgbm S+T+C - rf S+T+C,p@100,31,0.03,0.03,0.0
lgbm S+T+C - rf S+T+C,p@100,32,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@100,33,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@100,34,0.02,0.0,0.02
lgbm S+T+C - rf S+T+C,p@100,35,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@100,36,0.02,0.01,0.01
lgbm S+T+C - rf S+T+C,p@100,37,0.01,0.01,0.0
lgbm S+T+C - rf S+T+C,p@100,38,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@100,39,0.01,0.04,-0.03
lgbm S+T+C - rf S+T+C,p@100,40,0.03,0.04,-0.010000000000000002
lgbm S+T+C - rf S+T+C,p@100,41,0.01,0.01,0.0
lgbm S+T+C - rf S+T+C,p@100,42,0.01,0.04,-0.03
lgbm S+T+C - rf S+T+C,p@100,43,0.0,0.0,0.0
lgbm S+T+C - rf S+T+C,p@100,44,0.02,0.02,0.0
lgbm S+T+C - rf S+T+C,p@100,45,0.04,0.02,0.02
lgbm S+T+C - rf S+T+C,p@100,46,0.02,0.0,0.02
lgbm S+T+C - rf S+T+C,p@100,47,0.01,0.0,0.01
lgbm S+T+C - rf S+T+C,p@100,48,0.03,0.07,-0.04000000000000001
lgbm S+T+C - rf S+T+C,p@100,49,0.0,0.0,0.0
lgbm S     - lr S,roc_auc,25,0.8649479947994799,0.9258850885088508,-0.06093709370937084
lgbm S     - lr S,roc_auc,26,0.8618436382728706,0.9307374719770648,-0.06889383370419422
lgbm S     - lr S,roc_auc,27,0.8108696630547295,0.9272694620750952,-0.11639979902036568
lgbm S     - lr S,roc_auc,28,0.7772640062676068,0.8730907969528763,-0.09582679068526945
lgbm S     - lr S,roc_auc,29,0.857563853728451,0.9589009226921208,-0.10133706896366979
lgbm S     - lr S,roc_auc,30,0.9322316847893638,0.9253654898700052,0.006866194919358581
lgbm S     - lr S,roc_auc,31,0.8211174344926688,0.9098444129807862,-0.08872697848811739
lgbm S     - lr S,roc_auc,32,0.7541738543463586,0.676644916122903,0.07752893822345563
lgbm S     - lr S,roc_auc,33,0.8353396635865435,0.8311957478299131,0.004143915756630423
lgbm S     - lr S,roc_auc,34,0.9414545072706271,0.9512786839639816,-0.009824176693354558
lgbm S     - lr S,roc_auc,35,0.6378231464860362,0.7216369181057591,-0.08381377161972292
lgbm S     - lr S,roc_auc,36,0.7752904607368589,0.8058816580326426,-0.030591197295783634
lgbm S     - lr S,roc_auc,37,0.9507207680192005,0.9723643091077276,-0.021643541088527174
lgbm S     - lr S,roc_auc,38,0.7696037301865094,0.7844729736486825,-0.01486924346217311
lgbm S     - lr S,roc_auc,39,0.9675233393671494,0.9780213667093368,-0.01049802734218741
lgbm S     - lr S,roc_auc,40,0.8851124067708225,0.9614481913368051,-0.07633578456598267
lgbm S     - lr S,roc_auc,41,0.9230511275532925,0.9228762132666584,0.00017491428663418684
lgbm S     - lr S,roc_auc,42,0.8216232475829645,0.8822458000360831,-0.06062255245311865
lgbm S     - lr S,roc_auc,43,0.8353164147036014,0.8512312551309765,-0.01591484042737512
lgbm S     - lr S,roc_auc,44,0.8696456859973218,0.8974688416504318,-0.02782315565311
lgbm S     - lr S,roc_auc,45,0.9229676581409931,0.9404251533370552,-0.0174574951960621
lgbm S     - lr S,roc_auc,46,0.8835337035239996,0.8571722195266591,0.026361483997340507
lgbm S     - lr S,roc_auc,47,0.9391160272566041,0.9485638276593192,-0.00944780040271509
lgbm S     - lr S,roc_auc,48,0.8564382010386811,0.9264223906606754,-0.06998418962199437
lgbm S     - lr S,roc_auc,49,0.8630915890931756,0.86651220655584,-0.0034206174626644215
lgbm S     - lr S,pr_auc,25,0.013982499424878213,0.008970930953671,0.005011568471207213
lgbm S     - lr S,pr_auc,26,0.0012918347022948546,0.0015630231990395,-0.0002711884967446453
lgbm S     - lr S,pr_auc,27,0.005378699806399892,0.002420761684119,0.002957938122280892
lgbm S     - lr S,pr_auc,28,0.008339112195307505,0.0130483569335836,-0.004709244738276094
lgbm S     - lr S,pr_auc,29,0.04480249128410383,0.0052948653540252,0.03950762593007863
lgbm S     - lr S,pr_auc,30,0.02057427352802983,0.0141248016847822,0.006449471843247628
lgbm S     - lr S,pr_auc,31,0.009689354608963658,0.0096559047879888,3.344982097485717e-05
lgbm S     - lr S,pr_auc,32,6.072232588933365e-05,6.343994291155691e-05,-2.7176170222232603e-06
lgbm S     - lr S,pr_auc,33,0.00017930537007939174,0.0004109979248771,-0.00023169255479770827
lgbm S     - lr S,pr_auc,34,0.013888257719065608,0.0024981754155856,0.011390082303480008
lgbm S     - lr S,pr_auc,35,0.00044759091849208565,0.0003093059995708,0.00013828491892128566
lgbm S     - lr S,pr_auc,36,0.001479900512576034,0.0005785642802202,0.0009013362323558341
lgbm S     - lr S,pr_auc,37,0.0020171344299673745,0.0006196314041716,0.0013975030257957744
lgbm S     - lr S,pr_auc,38,0.0002629745388576876,0.0003889305788489,-0.00012595603999121242
lgbm S     - lr S,pr_auc,39,0.007494321644717678,0.0254613591399205,-0.017967037495202825
lgbm S     - lr S,pr_auc,40,0.00554187425120026,0.0108405746403697,-0.0052987003891694405
lgbm S     - lr S,pr_auc,41,0.0022727231452290457,0.0014124243688896,0.0008602987763394456
lgbm S     - lr S,pr_auc,42,0.0018858636233638891,0.0013109625866581,0.0005749010367057891
lgbm S     - lr S,pr_auc,43,0.0031379678132380444,0.0035973753457556,-0.00045940753251755544
lgbm S     - lr S,pr_auc,44,0.005169660356622632,0.0043157794787218,0.0008538808779008323
